sku,centro,model_first_flag,actual_first_markdown,delta_weeks
HK1147911BVR090,7501,2024-12-16,2024-12-16,0.0
HK1147911BVR090,AB75,2024-11-04,2024-11-04,0.0
HK1147911BVR095,7501,2025-04-14,2025-04-14,0.0
HK1147911BVR095,AB75,2024-12-30,2024-12-30,0.0
HK1147911BVR100,7501,2025-03-17,2025-03-17,0.0
HK1147911BVR100,AB75,2025-02-10,2025-02-10,0.0
HK1147911BVR105,7501,2024-10-28,2024-10-28,0.0
HK1147911BVR105,AB75,2024-12-02,2024-12-02,0.0
HK1147911BVR120,7501,2024-11-25,2024-11-25,0.0
HK1147911CSLP085,7502,2025-09-29,2025-09-29,0.0
HK1147911CSLP085,AB75,2025-10-06,2025-10-06,0.0
HK1147911CSLP090,7501,2025-12-01,2025-12-01,0.0
HK1147911CSLP090,7502,2025-10-13,2025-10-13,0.0
HK1147911CSLP090,AB75,2025-10-27,2025-10-27,0.0
HK1147911CSLP095,7501,2025-12-01,2025-12-01,0.0
HK1147911CSLP095,7502,2025-11-24,2025-11-24,0.0
HK1147911CSLP100,7501,2025-12-01,2025-12-01,0.0
HK1147911CSLP100,7502,2025-09-29,2025-09-29,0.0
HK1147911CSLP100,AB75,2025-12-08,2025-12-08,0.0
HK1147911CSLP105,7501,2025-12-01,2025-12-01,0.0
HK1147911CSLP105,7502,2025-09-29,2025-09-29,0.0
HK1147911CSLP105,AB75,2025-12-22,2025-12-22,0.0
HK1147911CSLP110,7502,2025-11-24,2025-11-24,0.0
HK1147911CSLP110,AB75,2025-09-29,2025-09-29,0.0
HK1147911CSLP115,7502,2025-12-01,2025-12-01,0.0
HK1147911CSLP120,7502,2025-12-22,2025-12-22,0.0
HK1147911CSLP120,AB75,2025-10-20,2025-10-20,0.0
HK1147911CSLP125,AB75,2025-10-20,2025-10-20,0.0
HK1147912BSW075,7501,2024-11-25,2024-11-25,0.0
HK1147912BSW075,AB75,2024-11-18,2024-11-18,0.0
HK1147912BSW090,7501,2024-12-02,2024-12-02,0.0
HK1147951BBLC050,7501,2025-09-15,2025-09-15,0.0
HK1147951BBLC060,7502,2026-02-23,2026-03-09,2.0
HK1147951BBLC060,7599,2026-01-05,2026-01-05,0.0
HK1147951BBLC060,AB75,2025-06-16,2025-06-16,0.0
HK1147951BBLC070,7502,2025-10-27,2025-10-27,0.0
HK1147951BBLC070,AB75,2026-01-05,2026-01-05,0.0
HK1147951BBLC080,7501,2025-10-13,2025-10-13,0.0
HK1147951BBLC080,7599,2026-01-05,2026-01-05,0.0
HK1147951BBLC080,AB75,2025-07-28,2025-07-28,0.0
HK1147951BBLC090,7501,2025-10-13,2025-10-13,0.0
HK1147951BBLC090,AB75,2025-06-16,2025-06-16,0.0
HK1147951BBLC100,AB75,2025-07-28,2025-07-28,0.0
HK1147951BBLC110,AB75,2025-10-13,2025-10-13,0.0
HK1147951BBLC120,AB75,2025-10-06,2025-10-06,0.0
HK1147951SLTSL060,7501,2026-03-02,2026-03-16,2.0
HK1147951SLTSL070,7501,2026-02-09,2026-02-09,0.0
HK1147951SLTSL070,7599,2026-01-05,2026-01-05,0.0
HK1147951SLTSL080,AB75,2025-12-15,2025-12-15,0.0
HK1147951SLTSL090,7501,2026-01-12,2026-01-12,0.0
HK1147951SLTSL090,AB75,2025-09-22,2025-09-22,0.0
HK1147951SLTSL100,7501,2025-06-23,2025-06-23,0.0
HK1147951SLTSL100,AB75,2025-06-30,2025-06-30,0.0
HK1147951SLTSL110,7502,2025-12-15,2025-12-15,0.0
HK1147951SLTSL110,AB75,2025-10-06,2025-10-06,0.0
HK1147951SLTSL120,7501,2026-03-02,2026-03-16,2.0
HK1147951SLTSL120,AB75,2025-06-16,2025-06-16,0.0
HK1147951VLV050,7502,2026-03-09,2026-03-09,0.0
HK1147951VLV050,AB75,2025-12-08,2025-12-08,0.0
HK1147951VLV060,7501,2026-03-02,2026-03-16,2.0
HK1147951VLV060,7599,2026-01-05,2026-01-05,0.0
HK1147951VLV070,7501,2026-02-09,2026-02-09,0.0
HK1147951VLV070,7599,2026-01-05,2026-01-05,0.0
HK1147951VLV090,7599,2026-01-05,2026-01-05,0.0
HK1147951VLV090,AB75,2025-09-08,2025-09-08,0.0
HK1147951VLV100,7599,2026-01-05,2026-01-05,0.0
HK1147951VLV110,7501,2025-12-01,2025-12-01,0.0
HK1147951VLV110,7502,2025-10-06,2025-10-06,0.0
HK1147951VLV110,7599,2026-01-05,2026-01-05,0.0
HK1147951VLV110,AB75,2026-02-02,2026-02-02,0.0
HK1147951VLV120,7502,2025-12-15,2025-12-15,0.0
HK1147951VLV120,AB75,2026-02-02,2026-02-02,0.0
HK1147952BBLC070,7501,2026-01-19,2026-01-19,0.0
HK1147952BBLC075,7501,2025-12-08,2025-12-08,0.0
HK1147952BBLC085,7501,2025-06-02,2025-06-02,0.0
HK1147952BBLC090,7501,2025-05-05,2025-05-05,0.0
HK1147952BBLC090,AB75,2025-08-04,2025-08-04,0.0
HK1147952BBLC095,7501,2025-05-05,2025-05-05,0.0
HK1147952BBLC100,7501,2025-12-29,2025-12-29,0.0
HK1147952BBLC105,7501,2025-06-09,2025-06-09,0.0
HK1147952BBLC105,AB75,2025-09-15,2025-09-15,0.0
HK1147952BBLC110,7501,2025-12-22,2025-12-22,0.0
HK1147952BBLC115,7501,2026-02-02,2026-02-02,0.0
HK1147952BBLC120,7501,2025-05-12,2025-05-12,0.0
HK1147952DRDF070,7501,2026-03-09,2026-03-09,0.0
HK1147952DRDF075,7501,2025-08-25,2025-08-25,0.0
HK1147952DRDF080,7501,2025-09-01,2025-09-01,0.0
HK1147952DRDF085,7501,2025-06-16,2025-06-16,0.0
HK1147952DRDF090,7501,2025-07-14,2025-07-14,0.0
HK1147952DRDF095,7501,2025-07-14,2025-07-14,0.0
HK1147952DRDF100,7501,2025-07-07,2025-07-07,0.0
HK1147952DRDF110,7501,2025-11-10,2025-11-10,0.0
HK1147952DRDF115,7501,2025-06-09,2025-06-09,0.0
HK1147952DRDF120,7501,2025-12-15,2025-12-15,0.0
HK1151070BLK00L,7501,2025-08-25,2025-08-25,0.0
HK1151070BLK00M,7501,2025-08-04,2025-08-04,0.0
HK1151070BLK00S,7501,2026-01-26,2026-01-26,0.0
HK1151070BLK0XL,7501,2025-12-22,2025-12-22,0.0
HK1151070HKB00L,7501,2025-11-17,2025-11-24,1.0
HK1151070HKB00M,7501,2025-11-17,2025-11-24,1.0
HK1151070HKB00S,7501,2025-11-17,2025-11-24,1.0
HK1151071BLK00L,7501,2025-08-18,2025-08-18,0.0
HK1151071BLK00L,AB75,2025-05-05,2025-05-05,0.0
HK1151071BLK00M,7501,2025-08-04,2025-08-04,0.0
HK1151071BLK00S,7501,2026-02-23,2026-03-02,1.0
HK1151071CLDL00L,7501,2025-01-27,2025-01-27,0.0
HK1151071CLDL00M,7501,2025-03-17,2025-03-17,0.0
HK1151071CLDL00S,7501,2025-06-16,2025-06-16,0.0
HK1151071CLDL0XL,7501,2025-01-27,2025-01-27,0.0
HK1151071HKB00L,7501,2025-08-11,2025-08-11,0.0
HK1151071HKB00L,AB75,2025-10-27,2025-10-27,0.0
HK1151071HKB00M,7501,2025-11-17,2025-11-24,1.0
HK1151071HKB00S,7501,2025-11-17,2025-12-08,3.0
HK1151071HKB0XL,7501,2025-11-17,2025-12-15,4.0
HK1151071MTNF00L,7501,2025-08-11,2025-08-11,0.0
HK1151071MTNF00L,AB75,2025-05-05,2025-05-05,0.0
HK1151071MTNF00S,7501,2025-11-17,2025-11-24,1.0
HK1151071MTNF0XL,7501,2025-11-17,2025-11-24,1.0
HK1151077BLK00L,7501,2025-01-27,2025-01-27,0.0
HK1151077BLK00M,7501,2024-12-23,2024-12-23,0.0
HK1151077BLK00M,7599,2026-01-05,2026-01-05,0.0
HK1151077BLK00S,7501,2025-06-16,2025-06-16,0.0
HK1151077BLK0XL,7501,2025-04-21,2025-04-21,0.0
HK1151079BLK00L,7501,2025-03-10,2025-03-10,0.0
HK1151079BLK00M,7501,2025-06-16,2025-06-16,0.0
HK1151079BLK00S,7501,2025-06-16,2025-06-16,0.0
HK1151079BLK0XL,7501,2025-06-16,2025-06-23,1.0
HK1151080BLK00L,7501,2025-11-24,2025-11-24,0.0
HK1151080BLK00M,7501,2025-11-24,2026-02-16,12.0
HK1151080BLK00M,7599,2026-01-05,2026-01-05,0.0
HK1151080BLK00M,AB75,2025-05-26,2025-05-26,0.0
HK1151080BLK00S,7501,2025-06-23,2025-06-23,0.0
HK1151080BLK00S,7599,2026-01-05,2026-01-05,0.0
HK1151080BLK0XL,7501,2025-12-29,2025-12-29,0.0
HK1151080BLK0XL,7599,2026-01-05,2026-01-05,0.0
HK1151082ARF00L,7501,2026-02-23,2026-03-09,2.0
HK1151082ARF00M,7501,2025-11-24,2025-11-24,0.0
HK1151082ARF00M,7599,2026-01-05,2026-01-05,0.0
HK1151082ARF00S,7501,2025-11-24,2025-12-01,1.0
HK1151082ARF00S,7599,2026-01-05,2026-01-05,0.0
HK1151082ARF0XS,7501,2026-01-12,2026-01-12,0.0
HK1151082ARF0XS,7599,2026-01-05,2026-01-05,0.0
HK1151082BLK00M,7501,2025-07-07,2025-07-07,0.0
HK1151082BLK00S,7501,2025-05-19,2025-05-19,0.0
HK1151082BLK00S,AB75,2025-11-03,2025-11-03,0.0
HK1151082BLK0XS,7501,2025-12-29,2025-12-29,0.0
HK1151084BLK00L,7501,2025-06-23,2025-06-23,0.0
HK1151084BLK00M,7501,2025-12-15,2025-12-15,0.0
HK1151084BLK00S,7501,2025-12-08,2025-12-08,0.0
HK1151084HKB00L,7501,2025-11-17,2025-11-17,0.0
HK1151084HKB00M,7501,2025-07-21,2025-07-21,0.0
HK1151084HKB00S,7501,2025-07-14,2025-07-14,0.0
HK1151084HKB0XL,7501,2026-03-09,2026-03-09,0.0
HK1151091BLK00L,7599,2026-01-05,2026-01-05,0.0
HK1151091BLK00M,7501,2025-07-21,2025-07-21,0.0
HK1151091BLK00M,7502,2025-12-01,2025-12-01,0.0
HK1151091BLK00M,7599,2025-11-24,2025-11-24,0.0
HK1151091BLK00M,AB75,2025-10-06,2025-10-06,0.0
HK1151091BLK00S,7501,2026-03-02,2026-03-09,1.0
HK1151091BLK00S,7502,2025-11-24,2025-11-24,0.0
HK1151091BLK00S,7599,2026-01-05,2026-01-05,0.0
HK1151091BLK0XS,7599,2026-01-05,2026-01-05,0.0
HK1151091BLK0XS,AB75,2025-11-17,2025-11-17,0.0
HK1155074DFC055,AB75,2025-03-24,2025-03-24,0.0
HK1155074DFC060,AB75,2025-03-10,2025-03-10,0.0
HK1155074DFC070,AB75,2025-03-24,2025-03-24,0.0
HK1155074DFC075,7501,2025-03-31,2025-03-31,0.0
HK1155074DFC075,AB75,2025-02-10,2025-02-10,0.0
HK1155074DFC080,AB75,2025-03-03,2025-03-03,0.0
HK1155074DFC085,AB75,2025-02-10,2025-02-10,0.0
HK1155074DFC090,AB75,2025-03-17,2025-03-17,0.0
HK1155074FNTL060,7501,2026-02-16,2026-02-16,0.0
HK1155111BHLB085,7501,2025-12-01,2025-12-01,0.0
HK1155111BHLB090,7501,2025-12-29,2025-12-29,0.0
HK1155111BHLB090,7502,2026-02-16,2026-02-16,0.0
HK1155111BHLB095,7502,2025-12-29,2025-12-29,0.0
HK1155111BHLB105,7502,2026-01-12,2026-01-12,0.0
HK1155111BHLB105,AB75,2026-02-09,2026-02-09,0.0
HK1155111BWHT080,7502,2026-01-05,2026-01-05,0.0
HK1155111BWHT100,7501,2026-03-09,2026-03-09,0.0
HK1155111BWHT105,AB75,2026-02-02,2026-02-02,0.0
HK1155111BWHT110,7502,2025-12-29,2025-12-29,0.0
HK1155111BWHT120,7501,2026-02-23,2026-03-02,1.0
HK1155111BWHT125,AB75,2025-12-22,2025-12-22,0.0
HK1155111DHN080,7501,2025-05-12,2025-06-30,7.0
HK1155111DHN080,AB75,2025-04-07,2025-04-07,0.0
HK1155111DHN085,AB75,2025-03-31,2025-03-31,0.0
HK1155111DHN090,7501,2025-03-31,2025-03-31,0.0
HK1155111DHN090,AB75,2025-04-07,2025-04-07,0.0
HK1155111DHN095,AB75,2025-04-07,2025-04-07,0.0
HK1155111DHN100,7501,2025-04-21,2025-04-21,0.0
HK1155111DHN100,AB75,2025-04-14,2025-04-14,0.0
HK1155111DHN105,7501,2025-08-04,2025-08-04,0.0
HK1155111DHN105,AB75,2025-06-02,2025-06-02,0.0
HK1155111DHN110,7501,2025-04-14,2025-04-14,0.0
HK1155111DHN110,AB75,2025-04-07,2025-04-07,0.0
HK1155111DHN115,7501,2025-03-31,2025-03-31,0.0
HK1155111DHN120,7501,2025-04-14,2025-04-14,0.0
HK1155111DHN120,AB75,2025-06-23,2025-06-23,0.0
HK1155111HLF080,7501,2025-09-22,2025-09-22,0.0
HK1155111HLF085,AB75,2025-09-01,2025-09-01,0.0
HK1155111HLF090,7501,2025-06-30,2025-06-30,0.0
HK1155111HLF095,7501,2026-02-16,2026-02-16,0.0
HK1155111HLF100,7501,2025-06-23,2025-06-23,0.0
HK1155111HLF100,AB75,2025-09-22,2025-09-22,0.0
HK1155111HLF105,7599,2025-08-04,2025-08-04,0.0
HK1155111HLF110,7501,2026-02-23,2026-02-23,0.0
HK1155111HLF110,AB75,2025-11-17,2025-11-17,0.0
HK1155111HLF115,AB75,2025-07-14,2025-07-14,0.0
HK1155111MVR105,7502,2026-02-23,2026-02-23,0.0
HK1155111MVR110,7501,2026-03-09,2026-03-09,0.0
HK1155111SYZ085,7501,2026-03-09,2026-03-09,0.0
HK1155111SYZ090,7501,2026-03-09,2026-03-09,0.0
HK1155111SYZ095,7501,2026-02-23,2026-02-23,0.0
HK1155111SYZ110,7501,2026-03-09,2026-03-09,0.0
HK1155111SYZ130,7501,2026-02-23,2026-02-23,0.0
HK1155111VVY080,AB75,2025-01-06,2025-01-06,0.0
HK1155111VVY085,7501,2024-12-16,2024-12-16,0.0
HK1155111VVY090,AB75,2025-01-20,2025-01-20,0.0
HK1155111VVY095,AB75,2024-12-23,2024-12-23,0.0
HK1155111VVY100,7501,2024-12-23,2024-12-23,0.0
HK1155111VVY110,7501,2024-12-23,2024-12-23,0.0
HK1155112NHK090,AB75,2025-12-01,2025-12-01,0.0
HK1155112NHK100,AB75,2026-01-12,2026-01-12,0.0
HK1155112TTW080,7501,2025-11-24,2025-11-24,0.0
HK1155112TTW080,AB75,2025-09-08,2025-09-08,0.0
HK1155112TTW085,7501,2025-09-08,2025-09-08,0.0
HK1155112TTW085,AB75,2026-01-26,2026-01-26,0.0
HK1155112TTW095,AB75,2025-09-01,2025-09-01,0.0
HK1155112TTW100,7501,2025-06-23,2025-06-23,0.0
HK1155112TTW105,7501,2025-08-11,2025-08-11,0.0
HK1155112TTW110,7501,2025-08-11,2025-08-11,0.0
HK1155112TTW110,AB75,2025-07-28,2025-07-28,0.0
HK1155112TTW115,7501,2025-11-17,2025-11-17,0.0
HK1155112TTW120,AB75,2025-07-07,2025-07-07,0.0
HK1155112TTW130,AB75,2025-11-17,2025-11-17,0.0
HK1155113BWHT055,AB75,2025-08-18,2025-08-18,0.0
HK1155113BWHT060,7501,2025-08-25,2025-08-25,0.0
HK1155113BWHT060,AB75,2025-07-14,2025-07-14,0.0
HK1155113BWHT065,7501,2025-05-12,2025-05-12,0.0
HK1155113BWHT065,AB75,2025-06-02,2025-06-02,0.0
HK1155113BWHT070,7501,2025-05-12,2025-05-12,0.0
HK1155113BWHT070,AB75,2025-04-21,2025-04-21,0.0
HK1155113BWHT075,7501,2025-05-12,2025-05-19,1.0
HK1155113BWHT075,7502,2025-12-22,2025-12-22,0.0
HK1155113BWHT075,AB75,2025-09-01,2025-09-01,0.0
HK1155113BWHT080,7501,2025-03-31,2025-03-31,0.0
HK1155113BWHT080,7502,2025-12-22,2025-12-22,0.0
HK1155113BWHT080,7599,2025-11-24,2025-11-24,0.0
HK1155113BWHT080,AB75,2025-04-21,2025-04-21,0.0
HK1155113BWHT085,7599,2025-11-24,2025-11-24,0.0
HK1155113BWHT085,AB75,2025-11-10,2025-11-10,0.0
HK1155113BWHT090,7501,2025-05-12,2025-05-19,1.0
HK1155113BWHT100,AB75,2025-12-29,2025-12-29,0.0
HK1155113CTF055,AB75,2026-01-12,2026-01-12,0.0
HK1155113CTF060,7501,2026-03-02,2026-03-16,2.0
HK1155113CTF065,7501,2026-02-09,2026-02-09,0.0
HK1155113CTF065,AB75,2026-01-05,2026-01-05,0.0
HK1155113CTF070,7501,2025-09-01,2025-09-01,0.0
HK1155113CTF075,7501,2025-07-07,2025-07-07,0.0
HK1155113CTF075,AB75,2025-07-28,2025-07-28,0.0
HK1155113CTF080,AB75,2025-08-04,2025-08-04,0.0
HK1155113CTF085,7501,2025-06-30,2025-06-30,0.0
HK1155113CTF085,AB75,2025-08-04,2025-08-04,0.0
HK1155113CTF090,AB75,2025-08-25,2025-08-25,0.0
HK1155113FSTS060,7501,2025-06-23,2025-06-23,0.0
HK1155115BHLT070,AB75,2026-03-02,2026-03-02,0.0
HK1155115HYN090,7501,2025-06-02,2025-06-02,0.0
HK1155115HYN095,7501,2025-02-17,2025-02-17,0.0
HK1155115HYN100,7501,2025-02-24,2025-02-24,0.0
HK1155115MPH130,7501,2026-03-09,2026-03-09,0.0
HK1155119GFRT080,7501,2025-05-19,2025-05-19,0.0
HK1155119GFRT080,AB75,2025-04-28,2025-04-28,0.0
HK1155119GFRT085,AB75,2025-07-14,2025-07-14,0.0
HK1155119GFRT090,7501,2025-03-31,2025-03-31,0.0
HK1155119GFRT095,7501,2025-05-12,2025-05-12,0.0
HK1155119GFRT095,AB75,2025-04-21,2025-04-21,0.0
HK1155119GFRT100,7501,2025-05-12,2025-05-12,0.0
HK1155119GFRT100,AB75,2025-04-07,2025-04-07,0.0
HK1155119GFRT110,7501,2025-05-26,2025-05-26,0.0
HK1155119GFRT115,AB75,2025-04-21,2025-04-21,0.0
HK1155119GFRT120,7501,2025-08-04,2025-08-04,0.0
HK1155130ALTG080,7501,2026-02-09,2026-02-09,0.0
HK1155130ALTG080,7502,2025-11-24,2025-11-24,0.0
HK1155130ALTG090,7502,2025-12-29,2025-12-29,0.0
HK1155130ALTG100,7502,2026-01-05,2026-01-05,0.0
HK1155130ALTG105,7502,2026-02-09,2026-02-09,0.0
HK1155130ALTG115,7502,2025-12-15,2025-12-15,0.0
HK1155130ALTG120,7501,2026-02-02,2026-02-02,0.0
HK1155130ALTG120,7502,2025-12-01,2025-12-01,0.0
HK1155130BHCM085,7502,2025-12-22,2025-12-22,0.0
HK1155130BHCM090,7502,2025-12-01,2025-12-01,0.0
HK1155130BHCM095,7502,2025-11-24,2025-11-24,0.0
HK1155130BHCM100,7501,2026-03-16,2026-03-16,0.0
HK1155130BHCM100,7502,2026-01-12,2026-01-12,0.0
HK1155130BHCM105,7502,2025-10-27,2025-10-27,0.0
HK1155130BWHT090,7502,2025-09-29,2025-09-29,0.0
HK1155130BWHT090,AB75,2025-04-21,2025-04-21,0.0
HK1155130BWHT095,7501,2025-05-05,2025-05-05,0.0
HK1155130BWHT095,7502,2026-02-02,2026-02-02,0.0
HK1155130BWHT095,AB75,2026-02-23,2026-02-23,0.0
HK1155130BWHT100,7501,2025-01-27,2025-01-27,0.0
HK1155130BWHT100,AB75,2025-04-07,2025-04-07,0.0
HK1155130BWHT105,7501,2025-01-06,2025-01-06,0.0
HK1155130BWHT105,AB75,2025-12-15,2025-12-15,0.0
HK1155130BWHT120,AB75,2025-08-25,2025-08-25,0.0
HK1155130BWHT125,7501,2025-02-24,2025-02-24,0.0
HK1155130BWHT125,AB75,2026-03-02,2026-03-02,0.0
HK1155130BWHT130,7501,2025-02-24,2025-02-24,0.0
HK1155130DLN080,7501,2025-09-01,2025-09-15,2.0
HK1155130DLN080,7502,2026-02-23,2026-02-23,0.0
HK1155130DLN085,7501,2025-09-01,2025-09-01,0.0
HK1155130DLN085,7502,2026-03-02,2026-03-02,0.0
HK1155130DLN085,AB75,2025-05-12,2025-05-12,0.0
HK1155130DLN090,7501,2025-09-01,2025-09-01,0.0
HK1155130DLN090,7502,2026-02-23,2026-02-23,0.0
HK1155130DLN095,7501,2025-09-01,2025-09-01,0.0
HK1155130DLN095,7502,2026-01-26,2026-01-26,0.0
HK1155130DLN100,7501,2025-08-25,2025-08-25,0.0
HK1155130DLN100,7502,2026-02-16,2026-02-16,0.0
HK1155130DLN105,7501,2025-09-01,2025-09-01,0.0
HK1155130DLN105,7502,2026-03-02,2026-03-02,0.0
HK1155130DLN110,7501,2025-09-01,2025-09-01,0.0
HK1155130DLN110,7502,2026-03-02,2026-03-02,0.0
HK1155130DLN115,7501,2025-09-01,2025-09-08,1.0
HK1155130DLN120,7501,2025-08-25,2025-08-25,0.0
HK1155130DLN120,7502,2026-02-16,2026-02-16,0.0
HK1155130HKC085,7501,2025-04-07,2025-04-07,0.0
HK1155130HKC090,7501,2025-05-12,2025-05-12,0.0
HK1155130HKC090,AB75,2025-06-09,2025-06-09,0.0
HK1155130HKC095,AB75,2025-06-02,2025-06-02,0.0
HK1155130HKC100,7501,2025-04-14,2025-04-14,0.0
HK1155130HKC100,AB75,2025-06-02,2025-06-02,0.0
HK1155130HKC105,7501,2025-03-31,2025-03-31,0.0
HK1155130HKC105,AB75,2025-03-17,2025-03-17,0.0
HK1155130HKC110,7501,2025-04-14,2025-04-14,0.0
HK1155130HKC110,AB75,2025-02-03,2025-02-03,0.0
HK1155131AYF055,AB75,2025-12-01,2025-12-01,0.0
HK1155131AYF065,7502,2026-01-26,2026-01-26,0.0
HK1155131AYF065,AB75,2026-02-09,2026-02-09,0.0
HK1155131AYF070,7502,2026-02-02,2026-02-02,0.0
HK1155131AYF075,7501,2026-02-09,2026-02-09,0.0
HK1155131AYF075,7502,2025-12-01,2025-12-01,0.0
HK1155131AYF075,AB75,2026-02-23,2026-02-23,0.0
HK1155131AYF080,7501,2026-02-02,2026-02-02,0.0
HK1155131AYF080,7502,2025-12-01,2025-12-01,0.0
HK1155131AYF085,7501,2026-03-02,2026-03-02,0.0
HK1155131AYF085,7502,2026-01-12,2026-01-12,0.0
HK1155131AYF085,AB75,2025-12-01,2025-12-01,0.0
HK1155131AYF090,7501,2026-02-09,2026-02-16,1.0
HK1155131AYF090,AB75,2025-12-22,2025-12-22,0.0
HK1155131BWHT055,7501,2025-05-12,2025-05-12,0.0
HK1155131BWHT055,7502,2025-10-13,2025-10-13,0.0
HK1155131BWHT055,AB75,2026-01-26,2026-01-26,0.0
HK1155131BWHT060,AB75,2025-05-12,2025-05-12,0.0
HK1155131BWHT065,7501,2025-11-24,2025-11-24,0.0
HK1155131BWHT065,7502,2025-10-06,2025-10-06,0.0
HK1155131BWHT065,AB75,2025-06-02,2025-06-02,0.0
HK1155131BWHT070,AB75,2025-04-28,2025-04-28,0.0
HK1155131BWHT075,7502,2025-11-17,2025-11-17,0.0
HK1155131BWHT075,AB75,2025-09-08,2025-09-08,0.0
HK1155131BWHT080,7502,2025-11-24,2025-11-24,0.0
HK1155131BWHT080,7599,2025-11-24,2025-11-24,0.0
HK1155131BWHT080,AB75,2025-08-04,2025-08-04,0.0
HK1155131BWHT085,7501,2026-02-09,2026-02-09,0.0
HK1155131BWHT085,AB75,2025-08-18,2025-08-18,0.0
HK1155131BWHT090,AB75,2026-03-02,2026-03-02,0.0
HK1155131DFG055,7501,2025-12-29,2025-12-29,0.0
HK1155131DFG060,7501,2025-09-01,2025-09-01,0.0
HK1155131DFG065,7501,2025-09-01,2025-09-01,0.0
HK1155131DFG070,7501,2025-08-25,2025-08-25,0.0
HK1155131DFG075,7501,2025-08-25,2025-08-25,0.0
HK1155131DFG080,7501,2025-09-01,2025-09-01,0.0
HK1155131DFG080,AB75,2025-07-07,2025-07-07,0.0
HK1155131DFG085,7501,2025-06-23,2025-06-23,0.0
HK1155131DFG090,7501,2025-08-25,2025-08-25,0.0
HK1155131FTLT055,7501,2025-07-07,2025-07-07,0.0
HK1155131FTLT060,AB75,2024-12-02,2024-12-02,0.0
HK1155131FTLT075,7501,2024-11-18,2024-11-18,0.0
HK1155131FTLT090,AB75,2024-10-28,2024-10-28,0.0
HK1155131JTL055,7501,2025-12-15,2025-12-15,0.0
HK1155131JTL055,7502,2025-12-01,2025-12-01,0.0
HK1155131JTL060,7501,2025-12-29,2025-12-29,0.0
HK1155131JTL060,7502,2025-11-24,2025-11-24,0.0
HK1155131JTL065,7501,2026-01-12,2026-01-12,0.0
HK1155131JTL065,7502,2025-12-01,2025-12-01,0.0
HK1155131JTL070,7501,2025-11-24,2025-11-24,0.0
HK1155131JTL070,7502,2025-12-08,2025-12-08,0.0
HK1155131JTL070,AB75,2025-12-01,2025-12-01,0.0
HK1155131JTL075,7501,2025-10-27,2025-10-27,0.0
HK1155131JTL075,7502,2025-11-24,2025-11-24,0.0
HK1155131JTL075,AB75,2025-12-15,2025-12-15,0.0
HK1155131JTL080,7501,2025-12-01,2025-12-01,0.0
HK1155131JTL080,7502,2025-10-13,2025-10-13,0.0
HK1155131JTL080,AB75,2026-03-09,2026-03-09,0.0
HK1155131JTL085,7501,2025-12-01,2025-12-01,0.0
HK1155131JTL085,7502,2025-12-08,2025-12-08,0.0
HK1155131JTL100,AB75,2025-09-29,2025-09-29,0.0
HK1155131MLGH055,7501,2025-11-17,2025-11-17,0.0
HK1155131MLGH065,7501,2025-09-29,2025-09-29,0.0
HK1155131MLGH070,7501,2025-08-25,2025-08-25,0.0
HK1155131SCQ055,7501,2025-10-13,2025-10-13,0.0
HK1155131SCQ055,AB75,2025-06-02,2025-06-02,0.0
HK1155131SCQ060,7501,2025-07-28,2025-07-28,0.0
HK1155131SCQ060,AB75,2025-04-14,2025-04-14,0.0
HK1155131SCQ065,7501,2025-09-01,2025-09-01,0.0
HK1155131SCQ065,AB75,2025-01-27,2025-01-27,0.0
HK1155131SCQ075,7501,2025-03-31,2025-03-31,0.0
HK1155131WSLV090,7501,2026-03-02,2026-03-02,0.0
HK1155150BCKT085,7501,2025-02-03,2025-02-03,0.0
HK1155150BCKT090,7501,2025-02-03,2025-02-03,0.0
HK1155150BCKT095,7501,2024-12-30,2024-12-30,0.0
HK1155150BCKT095,AB75,2025-01-13,2025-01-13,0.0
HK1155150BCKT100,AB75,2024-12-16,2024-12-16,0.0
HK1155150BCKT110,AB75,2025-01-20,2025-01-20,0.0
HK1155151BCKT055,7501,2025-10-06,2025-10-06,0.0
HK1155151BCKT065,7501,2025-06-09,2025-06-09,0.0
HK1155151BCKT080,7501,2025-02-03,2025-02-03,0.0
HK1155151BCKT085,7501,2025-04-21,2025-04-21,0.0
HK1155152TRFF085,7502,2025-10-20,2025-10-20,0.0
HK1155152TRFF085,AB75,2025-12-15,2025-12-15,0.0
HK1155152TRFF090,7502,2026-03-16,2026-03-16,0.0
HK1155152TRFF095,7502,2026-02-23,2026-02-23,0.0
HK1155152TRFF100,7502,2026-03-02,2026-03-02,0.0
HK1155152TRFF105,AB75,2025-09-22,2025-09-22,0.0
HK1155152TRFF110,AB75,2025-11-03,2025-11-03,0.0
HK1155152TRFF115,AB75,2025-11-03,2025-11-03,0.0
HK1155152TRFF120,7502,2026-01-05,2026-01-05,0.0
HK1155154BWHT070,7501,2026-02-23,2026-02-23,0.0
HK1155154BWHT090,7501,2026-02-23,2026-02-23,0.0
HK1155154BWHT090,7502,2026-02-16,2026-02-16,0.0
HK1155154BWHT110,7502,2026-02-23,2026-02-23,0.0
HK1155154BWHT120,7501,2026-03-02,2026-03-02,0.0
HK1155154BWHT120,7502,2026-02-23,2026-02-23,0.0
HK1155154BWHT120,AB75,2026-03-02,2026-03-02,0.0
HK1155351ARST070,7501,2025-12-01,2025-12-01,0.0
